id	isbn	name	author	publishing	publisheddate	price	pages	allnum
6149	9787566906175	时尚女装结构设计与纸样 “十二五”部委级规划教材 	柴丽芳梁琳	东华大学	2014	35	100	2
6150	9787566905741	服装买手实务 第2版  “十二五”部委级规划教材 	杨以雄	东华大学	2013	37	100	2
6151	9787566905673	时装画技法-手绘表现技能全程训练 第二版  “十二五”部委级规划教材 	王悦	东华大学	2013	48	100	2
6152	9787566903402	手绘服装款式设计1000例  “十二五”部委级规划教材 	郭琦	东华大学	2013	49	100	2
6153	9787566903112	服装款式图绘制技法  “十二五”部委级规划教材 	高亦文孙有霞	东华大学	2013	39.8	100	2
6154	9787566903006	服装材料与运用  “十二五”部委级规划教材 	唐琴吴基作	东华大学	2013	46	100	2
6155	9787566902818	陈红卫手绘表现技法	陈红卫	东华大学	2013	59.8	100	2
6156	9787566902634	手工印染艺术  “十二五”部委级规划教材 	鲍小龙刘月蕊	东华大学	2013	35	100	2
6157	9787566902542	服装展示设计教程 第二版 	孙雪飞	东华大学	2013	46	100	2
6158	9787566902368	服装立体裁剪  “十二五”部委级规划教材 	邹平	东华大学	2013	49	100	2
6159	9787566901842	服装创意面料设计  “十二五”部委级规划教材 	郭琦修晓倜	东华大学	2013	38	100	2
6160	9787566909114	国际服装效果图表现技法——服装作品集制作过程详解	 美)凯瑟琳·哈根	东华大学	2016	118	100	2
6161	9787566909107	国际时装图案设计：从设计概念到最终成品	 西)安赫尔·费尔南德斯	东华大学	2016	75	100	2
6162	9787566909091	染织图案设计教程 第二版   “十三五”部委级规划教材 	汪芳	东华大学	2016	49.5	100	2
6163	9787566909053	英语五千单词百日通 第二版 	蓝之中	东华大学	2016	38	100	2
6164	9787566909039	服装立体裁剪·创意篇 “十二五”部委级规划教材 	刘咏梅	东华大学	2016	39	100	2
6165	9787566908995	平面构成  “十三五”部委级规划教材 	赵萌	东华大学	2016	28	100	2
6166	9787566908988	整体形象设计 “十三五”部委级规划教材 	范红梅	东华大学	2016	38	100	2
6167	9787566908971	服装工艺——基础篇 第2版 	余国兴	东华大学	2016	25	100	2
6168	9787566908964	手工印染技法  “十三五”部委级规划教材 	朱莉娜	东华大学	2016	29.8	100	2
6169	9787566908919	服装纸样实战技术——图解服装纸样246例	肖祠深	东华大学	2016	58	100	2
6170	9787566908896	服装设计基础  “十三五”部委级规划教材 	朱莉娜	东华大学	2016	33	100	2
6171	9787566908889	通达英语写译系列教程3：商务汉译英教程“十三五”部委级规划教材 	司显柱	东华大学	2016	28.9	100	2
6172	9787566908872	通达英语写译系列教程2：汉译英教程“十三五”部委级规划教材 	司显柱	东华大学	2016	37.9	100	2
6173	9787566908841	设计美术基础3·速写	胡伟达	东华大学	2016	39.8	100	2
6174	9787566908834	英汉汉英纺织服装词典	秦世福	东华大学	2016	58	100	2
6175	9787566908797	服装材料应用 第三版   “十三五”部委级规划教材 	朱远胜	东华大学	2016	49.8	100	2
6176	9787566908728	法语语法考点全攻略	文.雅.刘.宇陈.昉	东华大学	2016	42	100	2
6177	9787566908674	时装画手绘表现技法 第二版  “十三五”部委级规划教材 	郭琦	东华大学	2016	49.8	100	2
6178	9787566908599	中外服装史	贾玺增	东华大学	2016	88	100	2
6179	9787566908414	服装创意面料设计 第二版   “十二五”部委级规划教材 	杨颐	东华大学	2016	39.8	100	2
6180	9787566909374	国际时装设计创意与灵感1000例	 西)卡罗莱娜·赛瑞梅多	东华大学	2016	88	100	2
6181	9787566909343	图说法语幽默 第二版 	陈建伟	东华大学	2016	25	100	2
6182	9787566909329	图说法语趣味故事 第二版 	纪万芳	东华大学	2016	26	100	2
6183	9787566909312	图说法语词汇 第二版 	徐素娟	东华大学	2016	29.8	100	2
6184	9787566909305	图说法国谚语 第二版 	李新艳	东华大学	2016	26	100	2
6185	9787566909299	快速突破法语词汇9000 第四版 	陈建伟周力	东华大学	2016	29.8	100	2
6186	9787566909282	天使的百合 第二版  英汉对照 	青闰	东华大学	2016	22	100	2
6187	9787566909275	生存的智慧 第二版  英汉对照 	青闰	东华大学	2016	22	100	2
6188	9787566909268	品格的力量 第二版  英汉对照 	青闰	东华大学	2016	22	100	2
6189	9787566909251	快乐的人生 第二版  英汉对照 	青闰	东华大学	2016	29.8	100	2
6190	9787566909244	成功的机遇 第二版  英汉对照 	青闰	东华大学	2016	22	100	2
6191	9787566909237	英语语法全解 第三版 	杨丹	东华大学	2016	22.5	100	2
6192	9787566909213	大学英语四六级词汇：词根+词缀巧记忆 乱序便携版 	刘金龙	东华大学	2016	29	100	2
6193	9787566909190	大学英语四级词汇：词根+词缀巧记忆 乱序便携版 	刘金龙	东华大学	2016	23	100	2
6194	9787566909183	大学英语四六级词汇：词根+词缀巧记忆 乱序版 	刘金龙	东华大学	2016	31	100	2
6195	9787566909176	大学英语四级词汇：词根+词缀巧记忆 乱序版 	刘金龙	东华大学	2016	25	100	2
6196	9787566909169	大学英语四六级词汇：词根+联想巧记忆 便携版 	刘金龙	东华大学	2016	28	100	2
6197	9787566909152	大学英语四级词汇：词根+联想巧记忆 便携版 	刘金龙	东华大学	2016	24	100	2
6198	9787566909145	大学英语四六级词汇：词根+联想巧记忆	刘金龙	东华大学	2016	30	100	2
6199	9787566909138	大学英语四级词汇：词根+联想巧记忆	刘金龙	东华大学	2016	26	100	2
6200	9787566909688	设计素描——人物	林小明	东华大学	2016	32	100	2
6201	9787566909664	相对论浅析	朱纪东	东华大学	2016	28	100	2
6202	9787566909640	实用法语语法练习全解 第二版 	牛秀茹	东华大学	2016	22	100	2
6203	9787566909633	最新中考英语词汇手册 第六版 	姜美	东华大学	2016	23	100	2
6204	9787566909602	服装商品陈列 “十三五”部委级规划教材 	茅淑桢	东华大学	2016	39	100	2
6205	9787566909589	实战TCF语法词汇技巧	周力	东华大学	2016	27	100	2
6206	9787566909572	布局抽象——艺术研究中的实例定义	顾彤宇	东华大学	2016	39.9	100	2
6207	9787566909541	国际裙装款式设计1000例	 美)特蕾西·菲茨杰拉德	东华大学	2016	89	100	2
6208	9787566909497	野性的呼唤 英汉对照 	青闰	东华大学	2016	25	100	2
6209	9787566909480	所罗门王的宝藏 第三版  英汉对照 	青闰	东华大学	2016	29.8	100	2
6210	9787566909473	鲁滨逊漂流记 第三版  英汉对照 	青闰	东华大学	2016	28	100	2
6211	9787566909466	老人与海 英汉对照 	青闰	东华大学	2016	20	100	2
6212	9787566909459	金银岛 第三版  英汉对照 	青闰	东华大学	2016	29.8	100	2
6213	9787566909442	80天环游地球 第三版  英汉对照 	青闰	东华大学	2016	26	100	2
6214	9787566909435	时间机器 第三版  英汉对照 	青闰	东华大学	2016	22	100	2
6215	9787566909428	居住空间设计  “十三五”部委级规划教材 	刘静宇	东华大学	2016	49.8	100	2
6216	9787566909404	服装工业制板技术 “十三五”部委级规划教材 	邹平	东华大学	2016	39	100	2
6217	9787566909398	国际时装设计元素：设计与调研	 英)马丁·道伯尔	东华大学	2016	88	100	2
6218	9787566909381	时装界职业指南——一本时装界的就业与入门指南	朱莉娅·耶茨	东华大学	2016	58	100	2
6219	9787566909381	时装界职业指南——一本时装界的就业与入门指南	茱莉亚·耶茨	东华大学	2016	58	100	2
6220	9787566909923	牡丹亭	汪芳	东华大学	2016	39.8	100	2
6221	9787566909916	桃花扇	汪芳	东华大学	2016	39.8	100	2
6222	9787566909909	西厢记	汪芳	东华大学	2016	39.8	100	2
6223	9787566909893	高级服装设计与面料 修订版 	 英）克莱夫·哈里特.阿曼达·约翰斯顿.衣卫京.钱欣译	东华大学	2016	98	100	2
6224	9787566909886	彻底摆脱过劳症——德国心理医师教你独特的放松方式	洛塔尔·辛德勒.邵威佳.合著	东华大学	2016	36	100	2
6225	9787566909879	牛仔布生产技术 第二版  “十三五”部委级规划教材 	李竹君	东华大学	2016	36	100	2
6226	9787566909862	学术英语综合教程	王萍.马德忠	东华大学	2016	58	100	2
6227	9787566909855	文学与服饰文化 “十三五”部委级规划教材 	冯盈之	东华大学	2016	48	100	2
6228	9787566909848	纺织商品检验  “十三五”部委级规划教材 	李竹君	东华大学	2016	36	100	2
6229	9787566909824	和尼克老师快乐学英语	尼古拉斯	东华大学	2016	78	100	2
6230	9787566909817	纺织结构成型学3：纺织品染整  “十三五”部委级规划教材 	郭腊梅	东华大学	2016	27	100	2
6231	9787566909800	纺织结构成型学2：多维成形  “十三五”部委级规划教材 	胡吉永	东华大学	2016	59	100	2
6232	9787566909794	亲历宝宝0岁智力开发	李伟文	东华大学	2016	32	100	2
6233	9787566909787	广西少数民族服饰 第2版   “十三五”部委级规划教材 	刘红晓	东华大学	2016	59	100	2
6234	9787566909763	跨文化旅游英语实践教程	陈程	东华大学	2016	42	100	2
6235	9787566909749	童装结构制图 “十三五”部委级规划教材 	杨佑国李晓燕	东华大学	2016	35	100	2
6236	9787566909732	服装结构设计与制图 “十三五”部委级规划教材 	邹平	东华大学	2016	41	100	2
6237	9787566909725	纺织专业英语	盛宁明	东华大学	2016	38	100	2
6238	9787566909718	法语专八完形填空快速突破500题	沈光临	东华大学	2016	28	100	2
6239	9787566909701	法语专四完形填空快速突破500题	金星	东华大学	2016	28	100	2
6240	9787566910189	时装设计风格 第二版 	陈彬	东华大学	2016	56	100	2
6241	9787566910172	服装色彩设计 第2版 ：从基础搭配到设计运用 “十三五”部委级规划教材 	陈彬	东华大学	2016	47	100	2
6242	9787566910165	通达英语写译系列教程5：英语应用写作教程“十三五”部委级规划教材 	司显柱	东华大学	2016	29.7	100	2
6243	9787566910158	新疆少数民族服饰及文化研究	徐红.陈龙.瓦力斯·阿布力孜	东华大学	2016	78	100	2
6244	9787566910141	通达英语写译系列教程4：英语基础写作教程“十三五”部委级规划教材 	司显柱	东华大学	2016	23.9	100	2
6245	9787566910127	女装工业纸样细节处理与板房管理	鲍卫兵	东华大学	2016	42	100	2
6246	9787566910110	高中英语词汇专题训练——巧学活用	王发强	东华大学	2016	36	100	2
6247	9787566910103	成衣样板工艺解析与设计	尚笑梅.李慧	东华大学	2016	38.5	100	2
6248	9787566910080	女装工业纸样 内/外单打板放码技术第三版 	鲍卫兵	东华大学	2016	45	100	2
6249	9787566910073	黄元庆油画集	黄元庆	东华大学	2016	86	100	2
6250	9787566910066	机械工程英语阅读教程 第二版 	周益军	东华大学	2016	35.7	100	2
6251	9787566910042	服装立体裁剪 上 	 美）海伦·约瑟夫-阿姆斯特朗	东华大学	2016	87	100	2
6252	9787566910035	《职场英语实训教程——涉外商务》学习辅导 第三版 	施慧英	东华大学	2016	29.7	100	2
6253	9787566910028	职场英语实训教程——涉外商务 第三版 	施慧英	东华大学	2016	32.9	100	2
6254	9787566910011	服装立体裁剪 下 	 美）海伦·约瑟夫-阿姆斯特朗	东华大学	2016	87	100	2
6255	9787566909992	服装设计风格 3版   “十三五”部委级规划教材 	王晓威	东华大学	2016	39	100	2
6256	9787566909985	公共环境设施设计 第3版   “十三五”部委级规划教材 	冯信群	东华大学	2016	47	100	2
6257	9787566909961	水族刺绣	鲍诗度.潘淘洁	东华大学	2016	158	100	2
6258	9787566909954	速写全攻略	吕梁	东华大学	2016	38	100	2
6259	9787566909930	梁山伯与祝英台	汪芳	东华大学	2016	39.8	100	2
6260	9787566910493	服装画技法 “十三五”部委级规划教材 	殷.薇陈东生	东华大学	2016	49.8	100	2
6261	9787566910486	丝路考察图记	包铭新	东华大学	2016	68	100	2
6262	9787566910448	给孩子健康温馨的呵护——婴童家用纺织品选购与搭配指南	苏淼	东华大学	2016	58	100	2
6263	9787566910424	奢侈品品牌营销——创建·实施·案例	 法)戴安娜·代尔瓦勒	东华大学	2016	88	100	2
6264	9787566910417	法国语言与文化新视窗	聂云梅	东华大学	2016	36	100	2
6265	9787566910400	服装十讲：风格·流行·搭配 第2版  “十三五”部委级规划教材 	高秀明	东华大学	2016	39.9	100	2
6266	9787566910394	服装造型设计 第二版 	许可	东华大学	2016	47	100	2
6267	9787566910387	服装材料设计  第二版  “十三五”部委级规划教材 	王革辉	东华大学	2016	39.9	100	2
6268	9787566910370	法语专四阅读快速突破80篇 第二版 	金星.沈光临	东华大学	2016	39	100	2
6269	9787566910363	法语专八阅读快速突破80篇 第二版 	金星沈光临	东华大学	2016	37	100	2
6270	9787566910349	法语词根宝典 第二版 	吕玉冬	东华大学	2016	68	100	2
6271	9787566910318	法语词汇练习800 第四版 	徐素娟	东华大学	2016	22	100	2
6272	9787566910301	法语语法练习800 第四版 	陈建伟	东华大学	2016	22	100	2
6273	9787566910295	大学法语四级词汇精解与自测 第三版 	陈路白琰媛.文慧静	东华大学	2016	30	100	2
6274	9787566910271	海派时尚——2017/2018秋冬海派时尚流行趋势	海派时尚流行趋势研究中心	东华大学	2016	380	100	2
6275	9787566910257	服装学概论 修订版  “十三五”部委级规划教材 	刘晓刚	东华大学	2016	49.9	100	2
6276	9787566910240	奢侈品学 第2版 	刘晓刚.幸雪.傅白璐	东华大学	2016	79.9	100	2
6277	9787566910233	服装人体动态及着装表现1000例	郭琦.葛英颖.王丹.宋佳	东华大学	2016	58	100	2
6278	9787566910226	建筑风景写生与透视	 西）大卫·圣米格尔	东华大学	2016	49.8	100	2
6279	9787566910196	图解女装新板型处理技术 第二版 	鲍卫兵	东华大学	2016	42	100	2
6280	9787566910783	服装工艺实战技术——从做工到标准	刘.霄	东华大学	2016	38	100	2
6281	9787566910776	服装立体裁剪·基础篇 第2版 	刘咏梅	东华大学	2016	47	100	2
6282	9787566910752	法语漫谈中国文化 第二版 	黄.荭李宁玥	东华大学	2016	49	100	2
6283	9787566910714	国际产品设计与制作工艺——从设计概念到制作工艺的50个项目	珍妮弗·哈德森.李月恩译	东华大学	2016	168	100	2
6284	9787566910707	最新高考英语词汇手册 第七版 	陈金智陈珏	东华大学	2016	28	100	2
6285	9787566910691	路易·威登的秘密——经历危机依然强大	[日]长泽伸也.万艳敏.孙攀河.姜志清.[日]寺崎新一郎	东华大学	2016	58	100	2
6286	9787566910677	服装款式大系：女大衣·女风衣款式图设计1500例	章瓯雁.周荣荣.蒋雪	东华大学	2016	78	100	2
6287	9787566910660	影视传媒专业高考快速突破系列：影视作品评论与分析 第二版 	卢琳	东华大学	2016	48	100	2
6288	9787566910653	影视传媒专业高考快速突破系列：影视传媒专业高考真题解析 第二版 	胡春景	东华大学	2016	58	100	2
6289	9787566910646	影视传媒专业高考快速突破系列：文艺常识 第二版 	于培杰.吉飞	东华大学	2016	45	100	2
6290	9787566910639	影视传媒专业高考快速突破系列：摄影作品分析 第二版 	于晓风	东华大学	2016	48	100	2
6291	9787566910622	影视传媒专业高考快速突破系列：摄影专业高考辅导教程 第二版 	高佳	东华大学	2016	58	100	2
6292	9787566910615	影视传媒专业高考快速突破系列：播音主持专业高考教程 第二版 	张树楠.杨蒙	东华大学	2016	45	100	2
6293	9787566910608	如何开家设计师品牌买手店	叶琪峥.周志鹏.邵丹	东华大学	2016	29.8	100	2
6294	9787566910578	邮票钱币电子盘投资攻略	吴寿林	东华大学	2016	39.8	100	2
6295	9787566910554	服装品牌营销攻略	吴海弘	东华大学	2016	43	100	2
6296	9787566910547	实用口才训练 第二版 	张静.周久云	东华大学	2016	36	100	2
6297	9787566910530	法语漫谈法国文化	黄.荭.樊艳梅	东华大学	2016	46	100	2
6298	9787566910523	法语分类词汇宝典 第四版 	陈.路方.垠戴剑安	东华大学	2016	32	100	2
6299	9787566910516	解码移动互联网竞争本质——情绪思维	施强	东华大学	2016	58	100	2
6300	9787309020731	新政治学概要第二版 复旦博学.政治学系列 	王邦佐	复旦大学	2011	35	100	2
6301	9787566910462	中法文化面对面	黄.荭张.晨孔.燕	东华大学	2016	49	100	2
6302	9787811119336	服装制版·基础篇  “十二五”部委级规划教材 	张文斌	东华大学	2011	39	100	2
6303	9787811118698	纺织品设计  “十二五”部委级规划教材 	周蓉	东华大学	2011	37	100	2
6304	9787811118506	夏克梁建筑风景钢笔速写	夏克梁	东华大学	2011	35	100	2
6305	9787811117585	环境设计人机工程学	王熙元	东华大学	2010	29.5	100	2
6306	9787811116748	色彩基础	钟海宏	东华大学	2010	36	100	2
6307	9787811115604	针织技术  “十一五”部委级规划教材 	许瑞超	东华大学	2009	38	100	2
6308	9787811115574	服装立体裁剪·基础篇 “十一五”国家级规划教材 	刘咏梅	东华大学	2009	46	100	2
6309	9787811115031	裤子结构设计与纸样 第二版  “十二五”部委级规划教材 	陈明艳	东华大学	2012	26	100	2
6310	9787811114614	实用口才训练	周久云张静	东华大学	2008	29.8	100	2
6311	9787811114584	热分析应用手册：热固性树脂	陆立明	东华大学	2009	85	100	2
6312	9787811113600	国际服装名牌备忘录 卷二 	卞向阳	东华大学	2008	61	100	2
6313	9787810388528	服装心理学	刘国联	东华大学	2004	22	100	2
6314	9787566910998	高考英语——5年真题原卷 2017版 	《高考英语》编写组.编	东华大学	2016	32	100	2
6315	9787566910981	高考英语——阅读理解 2017版 	《高考英语》编写组.编	东华大学	2016	32	100	2
6316	9787566910974	高考英语——语法·词汇·写作 2017版 	《高考英语》编写组.编	东华大学	2016	32	100	2
6317	9787566910967	高考英语——完形填空 2017版 	《高考英语》编写组.编	东华大学	2016	32	100	2
6318	9787566910851	大学英语四级考试模拟新题型 2016年6月修订版 	侯先绒.李瑶	东华大学	2016	35	100	2
6319	9787566910837	室内设计手绘表现	徐卓恒.夏克梁	东华大学	2016	49	100	2
6320	9787309036244	青春期性保健  生命·阳光·保健丛书 	王书梅	复旦大学	2012	16	100	2
6321	9787309035674	实用古汉语知识宝典修订版 	杨剑桥	复旦大学	2003	35	100	2
6322	9787309035407	不京不海集	章培恒	复旦大学	2012	80	100	2
6323	9787309033991	组织行为学 MPA公共管理硕士系列 	竺乾威	复旦大学	2016	35	100	2
6324	9787309032185	吴中杰评点鲁迅书信第二版 	吴中杰	复旦大学	2006	55	100	2
6325	9787309032062	近现代国际关系史	唐贤兴	复旦大学	2002	40	100	2
6326	9787309031706	新编大学书法 第二版 复旦博学·大学通用基础教材系列 	洪丕谟	复旦大学	2016	32	100	2
6327	9787309028515	当代西方国际关系理论	倪世雄	复旦大学	2001	48	100	2
6328	9787309025316	公共行政学经典文选英文版 MPA公共管理硕士系列 	马国泉	复旦大学	2000	48	100	2
6329	9787309025156	商务谈判与沟通技巧第二版 	潘肖珏	复旦大学	2006	20	100	2
6330	9787309025002	吴中杰评点鲁迅杂文上下册 第二版 	吴中杰	复旦大学	2006	85	100	2
6331	9787309024647	创业学	郁义鸿	复旦大学	2000	50	100	2
6332	9787309024050	新编中国当代文学作品选 上中下 	许道明	复旦大学	2004	80	100	2
6333	9787309023572	中国当代文学史教程 第二版   复旦博学·文学系列·精华版	陈思和	复旦大学	2014	42	100	2
6334	9787309041330	文学概论讲义	老舍	复旦大学	2004	12	100	2
6335	9787309041170	职业生涯管理 复旦博学.21世纪人力资源管理丛书 	周文霞	复旦大学	2004	39	100	2
6336	9787309040944	俄国文学史及其他	瞿秋白	复旦大学	2004	12	100	2
6337	9787309040906	写电影剧本的几个问题  经典读本.文学课堂 	夏淤	复旦大学	2004	12	100	2
6338	9787309040838	简明现代汉语 大学文科教材 复旦博学.语言学系	张斌	复旦大学	2008	36	100	2
6339	9787309039450	男性病与性保健 生命.阳光.保健丛书 	陈廷	复旦大学	2004	16	100	2
6340	9787309039047	西方文化中的数学 西方数学文化理念传播译丛 	[美].M.克莱因	复旦大学	2004	30	100	2
6341	9787309038927	数码摄影教程	颜志刚	复旦大学	2004	22	100	2
6342	9787309038620	现代色谱分析 21世纪复旦大学研究生教学用书 	张祥民	复旦大学	2004	27	100	2
6343	9787309038132	高血压自我管理指南慢性病自我管理丛书 	博东波	复旦大学	2007	12	100	2
6344	9787309037883	创新启示录：超越性思维	王健	复旦大学	2003	30	100	2
6345	9787309036602	吴中杰评点鲁迅小说第二版 	吴中杰	复旦大学	2006	38	100	2
6346	9787309036541	婚前婚后性保健 生命·阳光·保健丛书 	吴愉	复旦大学	2012	16	100	2
6347	9787309044621	词学通论经典新读文学课堂 	吴梅	复旦大学	2005	12.5	100	2
6348	9787309044614	一以当十经典新读文学课堂 	王朝闻	复旦大学	2005	19.8	100	2
6349	9787309044393	中国古典小说论集	聂绀弩	复旦大学	2005	16	100	2
6350	9787309044379	江南市镇：传统的变革	樊树志	复旦大学	2005	40	100	2
6351	9787309044355	哲学通论修订版 	孙正聿	复旦大学	2012	38	100	2
6352	9787309044263	初中英语完形填空100篇第二版 	魏孟勋	复旦大学	2014	10	100	2
6353	9787309044188	苏步青传 复旦大学校长传记系列 	王增藩	复旦大学	2005	35	100	2
6354	9787309043426	茅盾画传	钟桂松	复旦大学	2005	30	100	2
6355	9787309043419	鲁迅画传	吴中杰	复旦大学	2005	32	100	2
6356	9787309043297	意外妊娠的预防及其处理 生命.阳光.保健丛书 	程利南	复旦大学	2005	16	100	2
6357	9787309043259	心经与生活智慧第二版 	潘宗光	复旦大学	2012	22	100	2
6358	9787309043112	培训与开发理论及技术 21世纪人力资源管理丛书 	徐芳	复旦大学	2005	42	100	2
6359	9787309042832	20世纪外国文学史上下册 	郑克鲁	复旦大学	2007	88	100	2
6360	9787309042597	后现代思想的数学根源 西方数学文化理念传播译丛	[加].弗拉第米尔.塔西奇	复旦大学	2013	24	100	2
6361	9787309042504	简明中国文学史 复旦博学.21世纪重点教材文学系	骆玉明	复旦大学	2012	39	100	2
6362	9787309046250	中国文学发展史上中下 	刘大杰	复旦大学	2006	78	100	2
6363	9787309046236	中国经济史上下卷 	朱伯康	复旦大学	2005	150	100	2
6364	9787309045710	会展营销复旦卓越.21世纪会展系列教材 	胡平	复旦大学	2005	28	100	2
6365	9787309045222	组织行为学 复旦博学.21世纪人力资源管理丛书 	孙健敏	复旦大学	2005	49	100	2
6366	9787309044959	诗论 经典新读文学课堂 	艾青	复旦大学	2005	19.5	100	2
6367	9787309044928	社会保障概论 复旦博学.21世纪人力资源管理丛书 	郑功成	复旦大学	2005	39	100	2
6368	9787309044768	乡风市声 漫说文化丛书 	钱理群	复旦大学	2005	12	100	2
6369	9787309044751	说东道西 漫说文化丛书 	钱理群	复旦大学	2005	12	100	2
6370	9787309044737	父父子子漫说文化丛书 	钱理群	复旦大学	2005	12	100	2
6371	9787309044720	男男女女漫说文化丛书 	黄子平	复旦大学	2005	12	100	2
6372	9787309044690	生生死死 漫说文化丛书 	陈平原	复旦大学	2005	12	100	2
6373	9787309044683	神神鬼鬼漫说文化丛书 	陈平原	复旦大学	2005	12	100	2
6374	9787309050509	送别.我在西湖出家的经过经典文库 	李叔同	复旦大学	2006	16	100	2
6375	9787309050493	红烛.死水 经典文库 	闻一多	复旦大学	2006	18.8	100	2
6376	9787309050479	绿衣人.伍子胥经典文库 	冯至	复旦大学	2006	19.8	100	2
6377	9787309050455	会展文案复旦卓越.21世纪会展系列教材 	毛军权	复旦大学	2006	26	100	2
6378	9787309050431	夜深沉 经典文库 	张恨水	复旦大学	2006	29.9	100	2
6379	9787309050196	关系管理学	居延安	复旦大学	2014	35	100	2
6380	9787309048995	旧五代史新辑会证全12册 	陈尚君	复旦大学	2005	380	100	2
6381	9787309048162	《说文解字》精读 汉语言文学原典精读系列 	殷寄明	复旦大学	2006	25	100	2
6382	9787309047684	会展经济 复旦卓越.21世纪会展系列教材 	陈来生	复旦大学	2005	28	100	2
6383	9787309047660	《普通语言学教程》精读汉语言文学元典精读系列 	申小龙	复旦大学	2005	32	100	2
6384	9787309047219	中国语言学史	王力	复旦大学	2014	25	100	2
6385	9787309047110	日月光华同灿烂：复旦作家的足迹	梁永安	复旦大学	2005	48	100	2
6386	9787309046649	沈从文精读汉语言文学原典精读系列 	张新颖	复旦大学	2005	27	100	2
6387	9787309046502	古代汉语教程第三版 普通高等教育“十一五”国家级规划教	张世禄	复旦大学	2008	45	100	2
6388	9787309051711	创新学教程	刘昌明	复旦大学	2006	25	100	2
6389	9787309051650	如何面对媒体--政府和企业新闻发言人实用手册	邹建华	复旦大学	2006	25	100	2
6390	9787309051209	歇后语小词典	江更生	复旦大学	2006	16	100	2
6391	9787309051186	成语小词典	张晓栋	复旦大学	2006	20	100	2
6392	9787309051070	现代英国名家文选	徐燕谋	复旦大学	2006	29	100	2
6393	9787309051018	文化产业导论 复旦卓越.新闻传播系列 	蔡尚伟	复旦大学	2006	28	100	2
6394	9787309050905	名作的中国绘画史	江宏	复旦大学	2006	35	100	2
6395	9787309050776	吴中杰评点鲁迅诗歌散文	吴中杰	复旦大学	2006	36	100	2
6396	9787309050769	鲁迅的艺术世界	吴中杰	复旦大学	2006	48	100	2
6397	9787309050752	唐诗三百首全解	[清].蘅塘退士	复旦大学	2016	40	100	2
6398	9787309050639	异域之眼：兴膳宏中国古典论集	兴膳宏	复旦大学	2006	28	100	2
6399	9787309050622	曼丽.象牙戒指经典文库 	庐隐	复旦大学	2006	18	100	2
6400	9787309050561	桥.桃园 经典文库 	废名	复旦大学	2006	19	100	2
6401	9787309050554	手指.车厢社会 经典文库 	丰子恺	复旦大学	2006	18.8	100	2
6402	9787309055979	中国行政区划通史：隋代卷	施和金	复旦大学	2009	75	100	2
6403	9787309055931	中国行政区划通史：总论、先秦卷	周振鹤	复旦大学	2009	85	100	2
6404	9787309055757	公共关系：历史经典与当代杰作	[美]何塞.德莱玛	复旦大学	2007	32	100	2
6405	9787309055702	孕产妇营养及四季食谱第3版 	邵玉芬	复旦大学	2007	18	100	2
6406	9787309055689	世界文明史讲稿	赵立行	复旦大学	2014	32	100	2
6407	9787309055252	现代汉语文字学现代汉语系列教材 	殷寄明	复旦大学	2007	20	100	2
6408	9787309055191	细读精典	马原	复旦大学	2007	25	100	2
6409	9787309055009	实用语法修辞教程 复旦博学.语言学系列 	李家耀	复旦大学	2007	28	100	2
6410	9787309054996	宋诗三百首全解	李梦生	复旦大学	2007	30	100	2
6411	9787309054774	老子一百句悦读经典小丛书 	汪涌豪解读	复旦大学	2007	15	100	2
6412	9787309054767	庄子一百句悦读经典小丛书 	陈引驰解读	复旦大学	2007	15	100	2
6413	9787309054750	孟子一百句 悦读经典小丛书 	徐洪兴	复旦大学	2007	15	100	2
6414	9787309054613	红楼梦诗词曲赋全解	蔡义江	复旦大学	2012	40	100	2
6415	9787309054163	中国文学批评小史	周勋初	复旦大学	2016	32	100	2
6416	9787309054149	官僚机构与民主：责任与绩效 复旦译丛.公共管理系	[美].小威廉.T.格姆雷	复旦大学	2007	30	100	2
6417	9787309053968	死亡之吻	余凤高	复旦大学	2007	25	100	2
6418	9787309053777	摄影的魅力与构图	张禾金	复旦大学	2007	32	100	2
6419	9787309053364	婉约词全解	惠淇源	复旦大学	2016	35	100	2
6420	9787309052527	八代传叙文学述论 火凤凰学术遗产丛书 	朱东润	复旦大学	2006	18	100	2
6421	9787309052442	光源原理与设计第二版 	周太明	复旦大学	2006	72	100	2
6422	9787309057584	美国文学选读普通高等教育十一五国家级规划教材 	张冲	复旦大学	2008	75	100	2
6423	9787309057492	当代跨国公司新理论	薛求知	复旦大学	2007	42	100	2
6424	9787309056945	访谈的艺术第10版 大学通用基础教材 	[美]查尔斯	复旦大学	2007	48	100	2
6425	9787309056921	演讲的艺术第8版 大学通用基础教材 	[美]史迪芬	复旦大学	2007	59.8	100	2
6426	9787309056860	新笑傲股林	邱一平	复旦大学	2007	30	100	2
6427	9787309056617	诗骚一百句	邵毅平	复旦大学	2007	15	100	2
6428	9787309056600	鲁迅一百句	郜元宝	复旦大学	2007	15	100	2
6429	9787309056594	新诗一百句	张新颖	复旦大学	2007	15	100	2
6430	9787309056587	圣经一百句	李天纲	复旦大学	2007	15	100	2
6431	9787309056570	荀子一百句	东方朔	复旦大学	2007	15	100	2
6432	9787309056549	词心笺评火凤凰学术遗产丛书 	邵祖平	复旦大学	2007	20	100	2
