id	book_id	user_id	state	timeBorrow	timeBack
117	2943	742	0	1702950248	1702951418
118	212	321	0	1702950258	1702951438
119	9520	248	0	1702950268	1702951458
120	4929	817	0	1702950278	1702951478
121	9156	450	0	1702950288	1702951498
122	4385	603	0	1702950298	1702951518
123	8218	379	0	1702950308	1702951538
124	3298	613	0	1702950318	1702951558
125	6336	946	0	1702950328	1702951578
126	8622	85	0	1702950338	1702951598
127	5537	555	0	1702950348	1702951618
128	3083	539	0	1702950358	1702951638
129	5526	220	0	1702950368	1702951658
130	2159	938	0	1702950378	1702951678
131	3868	103	0	1702950388	1702951698
132	1102	121	0	1702950398	1702951718
133	3926	650	0	1702950408	1702951738
134	5383	516	0	1702950418	1702951758
135	6729	384	0	1702950428	1702951778
136	6420	275	0	1702950438	1702951798
137	11	681	0	1702950448	1702951818
138	59	764	0	1702950458	1702951838
139	7122	446	0	1702950468	1702951858
140	1191	770	0	1702950478	1702951878
141	4562	446	0	1702950488	1702951898
142	4431	815	0	1702950498	1702951918
143	9188	990	0	1702950508	1702951938
144	8988	818	0	1702950518	1702951958
145	2580	897	0	1702950528	1702951978
146	7284	752	0	1702950538	1702951998
147	8014	500	0	1702950548	1702952018
148	2835	474	0	1702950558	1702952038
149	5383	467	0	1702950568	1702952058
150	8594	479	0	1702950578	1702952078
151	2327	711	0	1702950588	1702952098
152	8304	764	0	1702950598	1702952118
153	8325	742	0	1702950608	1702952138
154	5120	657	0	1702950618	1702952158
155	6431	892	0	1702950628	1702952178
156	8813	550	0	1702950638	1702952198
157	5583	435	0	1702950648	1702952218
158	5136	889	0	1702950658	1702952238
159	9159	435	0	1702950668	1702952258
160	6313	577	0	1702950678	1702952278
161	4898	492	0	1702950688	1702952298
162	9580	999	0	1702950698	1702952318
163	1370	605	0	1702950708	1702952338
164	5395	661	0	1702950718	1702952358
165	3255	474	0	1702950728	1702952378
166	2208	863	0	1702950738	1702952398
167	8400	72	0	1702950748	1702952418
168	6647	737	0	1702950758	1702952438
169	1536	820	0	1702950768	1702952458
170	3316	841	0	1702950778	1702952478
171	5982	172	0	1702950788	1702952498
172	9652	380	0	1702950798	1702952518
173	8342	312	0	1702950808	1702952538
174	2648	452	0	1702950818	1702952558
175	8963	684	0	1702950828	1702952578
176	2547	168	0	1702950838	1702952598
177	4227	181	0	1702950848	1702952618
178	2842	189	0	1702950858	1702952638
179	3678	560	0	1702950868	1702952658
180	309	557	0	1702950878	1702952678
181	9141	663	0	1702950888	1702952698
182	4384	142	0	1702950898	1702952718
183	8104	560	0	1702950908	1702952738
184	6774	535	0	1702950918	1702952758
185	1054	920	0	1702950928	1702952778
186	1449	470	0	1702950938	1702952798
187	7161	983	0	1702950948	1702952818
188	2403	591	0	1702950958	1702952838
189	913	176	0	1702950968	1702952858
190	2452	423	0	1702950978	1702952878
191	2308	325	0	1702950988	1702952898
192	9850	181	0	1702950998	1702952918
193	3194	810	0	1702951008	1702952938
194	7458	252	0	1702951018	1702952958
195	9930	154	0	1702951028	1702952978
196	7926	816	0	1702951038	1702952998
197	4953	945	0	1702951048	1702953018
198	7521	649	0	1702951058	1702953038
199	3405	705	0	1702951068	1702953058
200	9770	396	0	1702951078	1702953078
201	2090	884	0	1702951088	1702953098
202	9254	348	0	1702951098	1702953118
203	3820	774	0	1702951108	1702953138
204	1123	757	0	1702951118	1702953158
205	1114	393	0	1702951128	1702953178
206	8203	396	0	1702951138	1702953198
207	2952	227	0	1702951148	1702953218
208	3381	735	0	1702951158	1702953238
209	5253	828	0	1702951168	1702953258
210	4535	49	0	1702951178	1702953278
211	1388	81	0	1702951188	1702953298
212	960	864	0	1702951198	1702953318
213	4959	562	0	1702951208	1702953338
214	8940	564	0	1702951218	1702953358
215	6782	788	0	1702951228	1702953378
216	4081	778	0	1702951238	1702953398
217	8830	969	0	1702951248	1702953418
218	5751	862	0	1702951258	1702953438
219	226	988	0	1702951268	1702953458
220	7569	976	0	1702951278	1702953478
221	9211	717	0	1702951288	1702953498
222	7720	498	0	1702951298	1702953518
223	7762	389	0	1702951308	1702953538
224	7618	973	0	1702951318	1702953558
225	7317	510	0	1702951328	1702953578
226	115	30	0	1702951338	1702953598
227	8861	13	0	1702951348	1702953618
228	6974	782	0	1702951358	1702953638
229	4239	508	0	1702951368	1702953658
230	9652	111	0	1702951378	1702953678
231	9309	135	0	1702951388	1702953698
232	9541	869	0	1702951398	1702953718
233	9978	579	0	1702951408	1702953738
234	2759	149	0	1702951418	1702953758
235	98	405	0	1702951428	1702953778
236	3217	274	0	1702951438	1702953798
237	5227	606	0	1702951448	1702953818
238	2065	903	0	1702951458	1702953838
239	330	181	0	1702951468	1702953858
240	8455	119	0	1702951478	1702953878
241	9009	469	0	1702951488	1702953898
242	7353	51	0	1702951498	1702953918
243	3882	216	0	1702951508	1702953938
244	4704	58	0	1702951518	1702953958
245	5897	691	0	1702951528	1702953978
246	577	163	0	1702951538	1702953998
247	1460	130	0	1702951548	1702954018
248	7785	488	0	1702951558	1702954038
249	1312	994	0	1702951568	1702954058
250	8420	269	0	1702951578	1702954078
251	9573	667	0	1702951588	1702954098
252	2578	299	0	1702951598	1702954118
253	6002	255	0	1702951608	1702954138
254	5680	790	0	1702951618	1702954158
255	3293	354	0	1702951628	1702954178
256	5177	516	0	1702951638	1702954198
257	5466	301	0	1702951648	1702954218
258	9328	546	0	1702951658	1702954238
259	8288	551	0	1702951668	1702954258
260	6972	246	0	1702951678	1702954278
261	4966	246	0	1702951688	1702954298
262	2294	81	0	1702951698	1702954318
263	242	155	0	1702951708	1702954338
264	4980	877	0	1702951718	1702954358
265	6366	83	0	1702951728	1702954378
266	1691	289	0	1702951738	1702954398
267	3310	402	0	1702951748	1702954418
268	777	681	0	1702951758	1702954438
269	5945	909	0	1702951768	1702954458
270	6363	578	0	1702951778	1702954478
271	4825	24	0	1702951788	1702954498
272	8110	62	0	1702951798	1702954518
273	7165	980	0	1702951808	1702954538
274	6187	93	0	1702951818	1702954558
275	5152	885	0	1702951828	1702954578
276	6009	766	0	1702951838	1702954598
277	6706	177	0	1702951848	1702954618
278	9216	305	0	1702951858	1702954638
279	2016	366	0	1702951868	1702954658
280	7839	565	0	1702951878	1702954678
281	4342	330	0	1702951888	1702954698
282	724	930	0	1702951898	1702954718
283	2829	334	0	1702951908	1702954738
284	2772	872	0	1702951918	1702954758
285	9322	961	0	1702951928	1702954778
286	7418	170	0	1702951938	1702954798
287	7157	623	0	1702951948	1702954818
288	3704	582	0	1702951958	1702954838
289	996	113	0	1702951968	1702954858
290	6535	353	0	1702951978	1702954878
291	6480	344	0	1702951988	1702954898
292	4164	180	0	1702951998	1702954918
293	9090	675	0	1702952008	1702954938
294	9968	907	0	1702952018	1702954958
295	3432	991	0	1702952028	1702954978
296	1297	628	0	1702952038	1702954998
297	5794	941	0	1702952048	1702955018
298	1022	746	0	1702952058	1702955038
299	7513	214	0	1702952068	1702955058
300	2515	280	0	1702952078	1702955078
301	4835	921	0	1702952088	1702955098
302	3502	5	0	1702952098	1702955118
303	4436	792	0	1702952108	1702955138
304	8697	800	0	1702952118	1702955158
305	2735	223	0	1702952128	1702955178
306	8326	282	0	1702952138	1702955198
307	7217	504	0	1702952148	1702955218
308	5079	921	0	1702952158	1702955238
309	4491	164	0	1702952168	1702955258
310	3717	405	0	1702952178	1702955278
311	1118	245	0	1702952188	1702955298
312	5813	436	0	1702952198	1702955318
313	520	893	0	1702952208	1702955338
314	9382	833	0	1702952218	1702955358
315	5675	70	0	1702952228	1702955378
316	1613	941	0	1702952238	1702955398
317	2738	751	0	1702952248	1702955418
318	1924	369	0	1702952258	1702955438
319	874	140	0	1702952268	1702955458
320	2341	212	0	1702952278	1702955478
321	5545	766	0	1702952288	1702955498
322	9286	325	0	1702952298	1702955518
323	3954	527	0	1702952308	1702955538
324	6470	31	0	1702952318	1702955558
325	4195	464	0	1702952328	1702955578
326	6987	498	0	1702952338	1702955598
327	2375	705	0	1702952348	1702955618
328	3664	269	0	1702952358	1702955638
329	417	439	0	1702952368	1702955658
330	9048	5	0	1702952378	1702955678
331	1903	641	0	1702952388	1702955698
332	4277	659	0	1702952398	1702955718
333	8980	596	0	1702952408	1702955738
334	2828	446	0	1702952418	1702955758
335	1843	954	0	1702952428	1702955778
336	8975	909	0	1702952438	1702955798
337	3112	994	0	1702952448	1702955818
338	1604	87	0	1702952458	1702955838
339	8756	335	0	1702952468	1702955858
340	7301	637	0	1702952478	1702955878
341	8941	176	0	1702952488	1702955898
342	6995	421	0	1702952498	1702955918
343	2168	261	0	1702952508	1702955938
344	1561	31	0	1702952518	1702955958
345	8722	70	0	1702952528	1702955978
346	1341	779	0	1702952538	1702955998
347	2262	587	0	1702952548	1702956018
348	9477	703	0	1702952558	1702956038
349	3462	765	0	1702952568	1702956058
350	7696	116	0	1702952578	1702956078
351	3125	782	0	1702952588	1702956098
352	7031	765	0	1702952598	1702956118
353	1428	577	0	1702952608	1702956138
354	1715	296	0	1702952618	1702956158
355	5555	755	0	1702952628	1702956178
356	6468	955	0	1702952638	1702956198
357	2972	571	0	1702952648	1702956218
358	5763	1	0	1702952658	1702956238
359	6574	963	0	1702952668	1702956258
360	2410	545	0	1702952678	1702956278
361	2366	124	0	1702952688	1702956298
362	5703	115	0	1702952698	1702956318
363	3098	678	0	1702952708	1702956338
364	1307	806	0	1702952718	1702956358
365	1344	239	0	1702952728	1702956378
366	6384	452	0	1702952738	1702956398
367	9311	342	0	1702952748	1702956418
368	5290	855	0	1702952758	1702956438
369	4350	809	0	1702952768	1702956458
370	5996	975	0	1702952778	1702956478
371	6722	135	0	1702952788	1702956498
372	3986	960	0	1702952798	1702956518
373	3379	656	0	1702952808	1702956538
374	1220	262	0	1702952818	1702956558
375	2743	466	0	1702952828	1702956578
376	2470	485	0	1702952838	1702956598
377	554	134	0	1702952848	1702956618
378	4018	477	0	1702952858	1702956638
379	7026	561	0	1702952868	1702956658
380	3717	83	0	1702952878	1702956678
381	3873	678	0	1702952888	1702956698
382	4589	883	0	1702952898	1702956718
383	8350	771	0	1702952908	1702956738
384	9028	722	0	1702952918	1702956758
385	1421	608	0	1702952928	1702956778
386	7760	143	0	1702952938	1702956798
387	6606	129	0	1702952948	1702956818
388	1999	272	0	1702952958	1702956838
389	3170	842	0	1702952968	1702956858
390	1787	440	0	1702952978	1702956878
391	5492	275	0	1702952988	1702956898
392	9013	423	0	1702952998	1702956918
393	3273	991	0	1702953008	1702956938
394	4874	563	0	1702953018	1702956958
395	4526	464	0	1702953028	1702956978
396	4218	420	0	1702953038	1702956998
397	3883	267	0	1702953048	1702957018
398	8540	589	0	1702953058	1702957038
399	3347	768	0	1702953068	1702957058
400	3272	191	0	1702953078	1702957078
401	831	811	0	1702953088	1702957098
402	1884	346	0	1702953098	1702957118
403	6342	851	0	1702953108	1702957138
404	7215	297	0	1702953118	1702957158
405	1466	146	0	1702953128	1702957178
406	3261	942	0	1702953138	1702957198
407	7833	261	0	1702953148	1702957218
408	35	65	0	1702953158	1702957238
409	5552	666	0	1702953168	1702957258
410	664	809	0	1702953178	1702957278
411	9145	527	0	1702953188	1702957298
412	8598	181	0	1702953198	1702957318
413	8650	480	0	1702953208	1702957338
414	8944	624	0	1702953218	1702957358
415	2098	510	0	1702953228	1702957378
416	5215	386	0	1702953238	1702957398
417	6078	365	0	1702953248	1702957418
418	9833	213	0	1702953258	1702957438
419	7494	638	0	1702953268	1702957458
420	1773	460	0	1702953278	1702957478
421	8442	508	0	1702953288	1702957498
422	1938	602	0	1702953298	1702957518
423	9510	59	0	1702953308	1702957538
424	1546	661	0	1702953318	1702957558
425	3157	281	0	1702953328	1702957578
426	7185	856	0	1702953338	1702957598
427	5135	247	0	1702953348	1702957618
428	8267	56	0	1702953358	1702957638
429	6609	38	0	1702953368	1702957658
430	9712	268	0	1702953378	1702957678
431	9733	298	0	1702953388	1702957698
432	7640	613	0	1702953398	1702957718
433	9389	138	0	1702953408	1702957738
434	8134	309	0	1702953418	1702957758
435	4846	9	0	1702953428	1702957778
436	2036	996	0	1702953438	1702957798
437	4508	494	0	1702953448	1702957818
438	793	163	0	1702953458	1702957838
439	3358	907	0	1702953468	1702957858
440	2945	659	0	1702953478	1702957878
441	8941	128	0	1702953488	1702957898
442	8869	402	0	1702953498	1702957918
443	6443	117	0	1702953508	1702957938
444	61	620	0	1702953518	1702957958
445	2679	793	0	1702953528	1702957978
446	5861	211	0	1702953538	1702957998
447	8100	730	0	1702953548	1702958018
448	145	654	0	1702953558	1702958038
449	6262	471	0	1702953568	1702958058
450	7636	490	0	1702953578	1702958078
451	6477	206	0	1702953588	1702958098
452	5991	689	0	1702953598	1702958118
453	6173	205	0	1702953608	1702958138
454	1578	316	0	1702953618	1702958158
455	3616	843	0	1702953628	1702958178
456	1825	29	0	1702953638	1702958198
457	6654	581	0	1702953648	1702958218
458	5865	742	0	1702953658	1702958238
459	1586	325	0	1702953668	1702958258
460	5532	691	0	1702953678	1702958278
461	5763	785	0	1702953688	1702958298
462	591	387	0	1702953698	1702958318
463	586	108	0	1702953708	1702958338
464	2969	61	0	1702953718	1702958358
465	2212	467	0	1702953728	1702958378
466	887	300	0	1702953738	1702958398
467	8454	549	0	1702953748	1702958418
468	1232	22	0	1702953758	1702958438
469	4649	689	0	1702953768	1702958458
470	6052	775	0	1702953778	1702958478
471	7468	754	0	1702953788	1702958498
472	389	970	0	1702953798	1702958518
473	3298	192	0	1702953808	1702958538
474	9479	215	0	1702953818	1702958558
475	7858	431	0	1702953828	1702958578
476	1609	901	0	1702953838	1702958598
477	4127	550	0	1702953848	1702958618
478	9002	268	0	1702953858	1702958638
479	6748	566	0	1702953868	1702958658
480	8172	636	0	1702953878	1702958678
481	7519	547	0	1702953888	1702958698
482	4092	732	0	1702953898	1702958718
483	2702	807	0	1702953908	1702958738
484	6710	429	0	1702953918	1702958758
485	9462	511	0	1702953928	1702958778
486	1683	791	0	1702953938	1702958798
487	6237	506	0	1702953948	1702958818
488	7747	310	0	1702953958	1702958838
489	7080	449	0	1702953968	1702958858
490	6530	262	0	1702953978	1702958878
491	7954	469	0	1702953988	1702958898
492	1640	682	0	1702953998	1702958918
493	2448	710	0	1702954008	1702958938
494	6568	863	0	1702954018	1702958958
495	5039	711	0	1702954028	1702958978
496	5738	702	0	1702954038	1702958998
497	5926	437	0	1702954048	1702959018
498	5988	757	0	1702954058	1702959038
499	7556	927	0	1702954068	1702959058
500	7912	406	0	1702954078	1702959078
501	4166	32	0	1702954088	1702959098
502	4347	807	0	1702954098	1702959118
503	4554	256	0	1702954108	1702959138
504	7256	981	0	1702954118	1702959158
505	2649	585	0	1702954128	1702959178
506	3078	491	0	1702954138	1702959198
507	8198	382	0	1702954148	1702959218
508	8507	310	0	1702954158	1702959238
509	3845	80	0	1702954168	1702959258
510	5503	474	0	1702954178	1702959278
511	3707	192	0	1702954188	1702959298
512	7575	962	0	1702954198	1702959318
513	7242	589	0	1702954208	1702959338
514	8702	669	0	1702954218	1702959358
515	2411	312	0	1702954228	1702959378
516	2906	853	0	1702954238	1702959398
517	7317	545	0	1702954248	1702959418
518	2058	561	0	1702954258	1702959438
519	570	816	0	1702954268	1702959458
520	6139	122	0	1702954278	1702959478
521	5040	661	0	1702954288	1702959498
522	6735	793	0	1702954298	1702959518
523	2457	151	0	1702954308	1702959538
524	5931	595	0	1702954318	1702959558
525	8236	45	0	1702954328	1702959578
526	7117	192	0	1702954338	1702959598
527	6228	892	0	1702954348	1702959618
528	7242	284	0	1702954358	1702959638
529	9542	588	0	1702954368	1702959658
530	802	683	0	1702954378	1702959678
531	5057	821	0	1702954388	1702959698
532	1957	606	0	1702954398	1702959718
533	3276	780	0	1702954408	1702959738
534	4311	588	0	1702954418	1702959758
535	8552	449	0	1702954428	1702959778
536	5663	214	0	1702954438	1702959798
537	1847	431	0	1702954448	1702959818
538	7875	2	0	1702954458	1702959838
539	7787	975	0	1702954468	1702959858
540	8865	641	0	1702954478	1702959878
541	8967	479	0	1702954488	1702959898
542	5990	401	0	1702954498	1702959918
543	7802	948	0	1702954508	1702959938
544	7253	234	0	1702954518	1702959958
545	477	830	0	1702954528	1702959978
546	9894	271	0	1702954538	1702959998
547	8011	219	0	1702954548	1702960018
548	6769	2	0	1702954558	1702960038
549	8760	614	0	1702954568	1702960058
550	298	772	0	1702954578	1702960078
551	1332	280	0	1702954588	1702960098
552	4370	324	0	1702954598	1702960118
553	9703	818	0	1702954608	1702960138
554	8148	235	0	1702954618	1702960158
555	6260	727	0	1702954628	1702960178
556	1584	425	0	1702954638	1702960198
557	4599	504	0	1702954648	1702960218
558	4619	853	0	1702954658	1702960238
559	4657	445	0	1702954668	1702960258
560	2585	52	0	1702954678	1702960278
561	1422	371	0	1702954688	1702960298
562	8152	459	0	1702954698	1702960318
563	9663	791	0	1702954708	1702960338
564	7204	134	0	1702954718	1702960358
565	482	308	0	1702954728	1702960378
566	9054	216	0	1702954738	1702960398
567	1818	177	0	1702954748	1702960418
568	2514	141	0	1702954758	1702960438
569	7176	111	0	1702954768	1702960458
570	9211	523	0	1702954778	1702960478
571	2641	585	0	1702954788	1702960498
572	1821	480	0	1702954798	1702960518
573	9114	177	0	1702954808	1702960538
574	9538	418	0	1702954818	1702960558
575	5756	635	0	1702954828	1702960578
576	7813	714	0	1702954838	1702960598
577	3122	630	0	1702954848	1702960618
578	7030	310	0	1702954858	1702960638
579	1731	281	0	1702954868	1702960658
580	5445	28	0	1702954878	1702960678
581	9875	273	0	1702954888	1702960698
582	9919	786	0	1702954898	1702960718
583	6123	102	0	1702954908	1702960738
584	4630	744	0	1702954918	1702960758
585	4305	379	0	1702954928	1702960778
586	5064	641	0	1702954938	1702960798
587	9128	618	0	1702954948	1702960818
588	7698	882	0	1702954958	1702960838
589	5829	776	0	1702954968	1702960858
590	7390	560	0	1702954978	1702960878
591	8369	424	0	1702954988	1702960898
592	8189	91	0	1702954998	1702960918
593	2775	157	0	1702955008	1702960938
594	7466	433	0	1702955018	1702960958
595	9537	216	0	1702955028	1702960978
596	6082	16	0	1702955038	1702960998
597	3297	305	0	1702955048	1702961018
598	4106	719	0	1702955058	1702961038
599	23	586	0	1702955068	1702961058
600	7891	228	0	1702955078	1702961078
601	1804	329	0	1702955088	1702961098
602	1491	520	0	1702955098	1702961118
603	9645	327	0	1702955108	1702961138
604	8912	43	0	1702955118	1702961158
605	9771	634	0	1702955128	1702961178
606	7405	744	0	1702955138	1702961198
607	2434	770	0	1702955148	1702961218
608	2673	481	0	1702955158	1702961238
609	4357	582	0	1702955168	1702961258
610	8954	68	0	1702955178	1702961278
611	4488	903	0	1702955188	1702961298
612	8309	609	0	1702955198	1702961318
613	4297	365	0	1702955208	1702961338
614	6674	180	0	1702955218	1702961358
615	705	979	0	1702955228	1702961378
616	42	863	0	1702955238	1702961398
617	1548	205	0	1702955248	1702961418
618	3844	253	0	1702955258	1702961438
619	3051	138	0	1702955268	1702961458
620	1038	866	0	1702955278	1702961478
621	9799	913	0	1702955288	1702961498
622	271	377	0	1702955298	1702961518
623	2474	12	0	1702955308	1702961538
624	9101	905	0	1702955318	1702961558
625	3313	727	0	1702955328	1702961578
626	4089	475	0	1702955338	1702961598
627	401	853	0	1702955348	1702961618
628	5102	849	0	1702955358	1702961638
629	5342	637	0	1702955368	1702961658
630	4530	741	0	1702955378	1702961678
631	3497	248	0	1702955388	1702961698
632	8019	434	0	1702955398	1702961718
633	1204	182	0	1702955408	1702961738
634	7341	608	0	1702955418	1702961758
635	12	382	0	1702955428	1702961778
636	1262	85	0	1702955438	1702961798
637	3172	367	0	1702955448	1702961818
638	1967	262	0	1702955458	1702961838
639	4060	48	0	1702955468	1702961858
640	8821	69	0	1702955478	1702961878
641	1612	521	0	1702955488	1702961898
642	1366	215	0	1702955498	1702961918
643	3721	138	0	1702955508	1702961938
644	3592	182	0	1702955518	1702961958
645	4847	268	0	1702955528	1702961978
646	3950	826	0	1702955538	1702961998
647	8870	266	0	1702955548	1702962018
648	1567	250	0	1702955558	1702962038
649	1070	794	0	1702955568	1702962058
650	5407	241	0	1702955578	1702962078
651	8776	483	0	1702955588	1702962098
652	5863	303	0	1702955598	1702962118
653	407	434	0	1702955608	1702962138
654	6393	834	0	1702955618	1702962158
655	5219	233	0	1702955628	1702962178
656	837	840	0	1702955638	1702962198
657	4680	394	0	1702955648	1702962218
658	5175	916	0	1702955658	1702962238
659	9300	753	0	1702955668	1702962258
660	5520	690	0	1702955678	1702962278
661	2514	749	0	1702955688	1702962298
662	179	287	0	1702955698	1702962318
663	3764	635	0	1702955708	1702962338
664	3317	494	0	1702955718	1702962358
665	5222	756	0	1702955728	1702962378
666	4948	200	0	1702955738	1702962398
667	2911	528	0	1702955748	1702962418
668	5660	473	0	1702955758	1702962438
669	1672	834	0	1702955768	1702962458
670	7210	950	0	1702955778	1702962478
671	9114	906	0	1702955788	1702962498
672	1313	615	0	1702955798	1702962518
673	9514	273	0	1702955808	1702962538
674	3572	946	0	1702955818	1702962558
675	5136	303	0	1702955828	1702962578
676	9141	512	0	1702955838	1702962598
677	5559	640	0	1702955848	1702962618
678	8611	715	0	1702955858	1702962638
679	8240	351	0	1702955868	1702962658
680	321	418	0	1702955878	1702962678
681	2067	758	0	1702955888	1702962698
682	6239	496	0	1702955898	1702962718
683	3464	64	0	1702955908	1702962738
684	317	570	0	1702955918	1702962758
685	7850	851	0	1702955928	1702962778
686	7327	613	0	1702955938	1702962798
687	4925	164	0	1702955948	1702962818
688	4934	1000	0	1702955958	1702962838
689	6153	920	0	1702955968	1702962858
690	1630	525	0	1702955978	1702962878
691	325	172	0	1702955988	1702962898
692	1191	495	0	1702955998	1702962918
693	6473	427	0	1702956008	1702962938
694	3689	235	0	1702956018	1702962958
695	3375	820	0	1702956028	1702962978
696	53	740	0	1702956038	1702962998
697	6949	283	0	1702956048	1702963018
698	557	59	0	1702956058	1702963038
699	2770	957	0	1702956068	1702963058
700	7188	879	0	1702956078	1702963078
701	9238	951	0	1702956088	1702963098
702	2833	798	0	1702956098	1702963118
703	5127	638	0	1702956108	1702963138
704	7531	232	0	1702956118	1702963158
705	8112	95	0	1702956128	1702963178
706	4397	322	0	1702956138	1702963198
707	2451	508	0	1702956148	1702963218
708	9798	717	0	1702956158	1702963238
709	4611	874	0	1702956168	1702963258
710	9774	840	0	1702956178	1702963278
711	9739	629	0	1702956188	1702963298
712	2177	276	0	1702956198	1702963318
713	634	340	0	1702956208	1702963338
714	4231	989	0	1702956218	1702963358
715	6982	366	0	1702956228	1702963378
716	1863	727	0	1702956238	1702963398
717	6199	174	0	1702956248	1702963418
718	6862	800	0	1702956258	1702963438
719	6462	771	0	1702956268	1702963458
720	7477	951	0	1702956278	1702963478
721	7212	930	0	1702956288	1702963498
722	4404	538	0	1702956298	1702963518
723	7747	587	0	1702956308	1702963538
724	8224	999	0	1702956318	1702963558
725	3171	805	0	1702956328	1702963578
726	8153	430	0	1702956338	1702963598
727	5451	266	0	1702956348	1702963618
728	4886	744	0	1702956358	1702963638
729	4097	166	0	1702956368	1702963658
730	7527	798	0	1702956378	1702963678
731	339	629	0	1702956388	1702963698
732	9763	171	0	1702956398	1702963718
733	356	804	0	1702956408	1702963738
734	6694	609	0	1702956418	1702963758
735	4340	998	0	1702956428	1702963778
736	5748	379	0	1702956438	1702963798
737	3545	382	0	1702956448	1702963818
